"hgnc_symbol	ensembl_gene_id	gene_biotype"
"RCBTB2P1	ENSG00000235150	processed_pseudogene"
"LIPM	ENSG00000173239	protein_coding"
"TDGF1P7	ENSG00000269584	processed_pseudogene"
"EID2	ENSG00000176396	protein_coding"
"RPS29P24	ENSG00000244253	processed_pseudogene"
"LIPN	ENSG00000204020	protein_coding"
"MAP3K8	ENSG00000107968	protein_coding"
"HNRNPA1P32	ENSG00000213778	processed_pseudogene"
"UNC93B3	ENSG00000172971	unprocessed_pseudogene"
"SNRPGP12	ENSG00000226734	processed_pseudogene"
"PHF20L1	ENSG00000129292	protein_coding"
"SMNDC1	ENSG00000119953	protein_coding"
"OSBPL9P1	ENSG00000271389	processed_pseudogene"
"ELF5	ENSG00000135374	protein_coding"
"CYSLTR2	ENSG00000152207	protein_coding"
"RARRES2P1	ENSG00000241622	processed_pseudogene"
"ADAMTS9-AS1	ENSG00000241158	lncRNA"
"NDST1	ENSG00000070614	protein_coding"
"OXGR1	ENSG00000165621	protein_coding"
"AGGF1P3	ENSG00000241532	processed_pseudogene"
"EPHA3	ENSG00000044524	protein_coding"
"HMGB3P5	ENSG00000237642	processed_pseudogene"
"DUSP5	ENSG00000138166	protein_coding"
"CEP44	ENSG00000164118	protein_coding"
"MTPAP	ENSG00000107951	protein_coding"
"RPS3AP22	ENSG00000240083	processed_pseudogene"
"RNF130	ENSG00000113269	protein_coding"
"LRFN1	ENSG00000128011	protein_coding"
"CRB3	ENSG00000130545	protein_coding"
"THSD1	ENSG00000136114	protein_coding"
"PMFBP1	ENSG00000118557	protein_coding"
"PAK1	ENSG00000149269	protein_coding"
"COL21A1	ENSG00000124749	protein_coding"
"RNY4P24	ENSG00000199605	misc_RNA"
"VPS36	ENSG00000136100	protein_coding"
"DENND1C	ENSG00000205744	protein_coding"
"ARHGAP29	ENSG00000137962	protein_coding"
"ING2	ENSG00000168556	protein_coding"
"ENPP2	ENSG00000136960	protein_coding"
"RDH12	ENSG00000139988	protein_coding"
"SETP22	ENSG00000213701	processed_pseudogene"
"SQSTM1	ENSG00000161011	protein_coding"
"TMEM169	ENSG00000163449	protein_coding"
"LRRC4	ENSG00000128594	protein_coding"
"TMF1	ENSG00000144747	protein_coding"
"CKAP2	ENSG00000136108	protein_coding"
"LOXL1	ENSG00000129038	protein_coding"
"PAX9	ENSG00000198807	protein_coding"
"IGDCC4	ENSG00000103742	protein_coding"
"PCYOX1L	ENSG00000145882	protein_coding"
"RPL10P6	ENSG00000230076	processed_pseudogene"
"LCOR	ENSG00000196233	protein_coding"
"TUBB4A	ENSG00000104833	protein_coding"
"VWC2L-IT1	ENSG00000224257	lncRNA"
"LINC00345	ENSG00000235660	lncRNA"
"MC5R	ENSG00000176136	protein_coding"
"MBD2	ENSG00000134046	protein_coding"
"SUGT1	ENSG00000165416	protein_coding"
"OXCT1-AS1	ENSG00000248668	lncRNA"
"RCN1	ENSG00000049449	protein_coding"
"SNORA37	ENSG00000207233	snoRNA"
"RNA5SP493	ENSG00000200985	rRNA_pseudogene"
"POLI	ENSG00000101751	protein_coding"
"HNRNPA1L2	ENSG00000139675	protein_coding"
"DAOA	ENSG00000182346	protein_coding"
"TNFSF9	ENSG00000125657	protein_coding"
"RPP30	ENSG00000148688	protein_coding"
"CD70	ENSG00000125726	protein_coding"
"ZIC2	ENSG00000043355	protein_coding"
"RPL7P50	ENSG00000268785	processed_pseudogene"
"TRIP10	ENSG00000125733	protein_coding"
"ASNSP3	ENSG00000236554	processed_pseudogene"
"RPL15P18	ENSG00000228501	processed_pseudogene"
"GCLM	ENSG00000023909	protein_coding"
"ZIC5	ENSG00000139800	protein_coding"
"HSP90AA6P	ENSG00000181359	transcribed_processed_pseudogene"
"C18orf54	ENSG00000166845	protein_coding"
"FABP5P12	ENSG00000249367	processed_pseudogene"
"ENPP6	ENSG00000164303	protein_coding"
"NEBL	ENSG00000078114	protein_coding"
"RWDD4	ENSG00000182552	protein_coding"
"LIG4	ENSG00000174405	protein_coding"
"LINC00449	ENSG00000203441	lncRNA"
"MIR4306	ENSG00000263615	miRNA"
"CLYBL-AS2	ENSG00000227659	lncRNA"
"CLYBL-AS1	ENSG00000234303	lncRNA"
"STARD6	ENSG00000174448	protein_coding"
"SPIRE1	ENSG00000134278	protein_coding"
"SLC6A5	ENSG00000165970	protein_coding"
"MYL1	ENSG00000168530	protein_coding"
"FER1L6	ENSG00000214814	protein_coding"
"SUPT20H	ENSG00000102710	protein_coding"
"IGHV1-46	ENSG00000211962	IG_V_gene"
"IGLVI-70	ENSG00000253239	IG_V_pseudogene"
"TCF24	ENSG00000261787	protein_coding"
"IGLV8-61	ENSG00000211638	IG_V_gene"
"IGHV3-53	ENSG00000211967	IG_V_gene"
"COPS5	ENSG00000121022	protein_coding"
"IGLV5-45	ENSG00000211650	IG_V_gene"
"IGLV7-43	ENSG00000211652	IG_V_gene"
"BEST3	ENSG00000127325	protein_coding"
"IGLV1-40	ENSG00000211653	IG_V_gene"
"CCDC157	ENSG00000187860	protein_coding"
"SH2D3A	ENSG00000125731	protein_coding"
"GRIK4	ENSG00000149403	protein_coding"
"NPY5R	ENSG00000164129	protein_coding"
"C4orf45	ENSG00000164123	protein_coding"
"WWC2-AS1	ENSG00000251128	lncRNA"
"CC2D2B	ENSG00000188649	protein_coding"
"LINC00290	ENSG00000248197	lncRNA"
"TNFSF14	ENSG00000125735	protein_coding"
"SHISA8	ENSG00000234965	protein_coding"
"RNA5SP268	ENSG00000252637	rRNA_pseudogene"
"TLL1	ENSG00000038295	protein_coding"
"SULT4A1	ENSG00000130540	protein_coding"
"SGPP2	ENSG00000163082	protein_coding"
"LINC00971	ENSG00000242641	lncRNA"
"TWIST2	ENSG00000233608	protein_coding"
"UBE3C	ENSG00000009335	protein_coding"
"PNPLA5	ENSG00000100341	protein_coding"
"NANOGP2	ENSG00000228670	processed_pseudogene"
"LIN28B	ENSG00000187772	protein_coding"
"TRIM8	ENSG00000171206	protein_coding"
"FABP7	ENSG00000164434	protein_coding"
"ZNF707	ENSG00000181135	protein_coding"
"KRT18P50	ENSG00000219941	processed_pseudogene"
"KRT18P18	ENSG00000261764	transcribed_processed_pseudogene"
"RRAGD	ENSG00000025039	protein_coding"
"GACAT2	ENSG00000265962	lncRNA"
"EBLN2	ENSG00000255423	protein_coding"
"RPS4XP19	ENSG00000242058	processed_pseudogene"
"DMBT1	ENSG00000187908	protein_coding"
"GAPDHP49	ENSG00000234285	processed_pseudogene"
"AKAP10	ENSG00000108599	protein_coding"
"TMEM200C	ENSG00000206432	protein_coding"
"F3	ENSG00000117525	protein_coding"
"CPSF6	ENSG00000111605	protein_coding"
"GRP	ENSG00000134443	protein_coding"
"RPS18P9	ENSG00000220848	transcribed_processed_pseudogene"
"PAPPA	ENSG00000182752	protein_coding"
"HSF2	ENSG00000025156	protein_coding"
"RAX	ENSG00000134438	protein_coding"
"CPLX4	ENSG00000166569	protein_coding"
"CMA1	ENSG00000092009	protein_coding"
"CAPN3	ENSG00000092529	protein_coding"
"LMAN1	ENSG00000074695	protein_coding"
"NLRP14	ENSG00000158077	protein_coding"
"CCDC166	ENSG00000255181	protein_coding"
"MAPK15	ENSG00000181085	protein_coding"
"RPS26P54	ENSG00000224161	processed_pseudogene"
"CCBE1	ENSG00000183287	protein_coding"
"PTPRR	ENSG00000153233	protein_coding"
"TREM2	ENSG00000095970	protein_coding"
"FAM83H	ENSG00000180921	protein_coding"
"MIR4664	ENSG00000265660	miRNA"
"HDAC2	ENSG00000196591	protein_coding"
"SCRIB	ENSG00000180900	protein_coding"
"FOXC2	ENSG00000176692	protein_coding"
"ADAM29	ENSG00000168594	protein_coding"
"BANF1P3	ENSG00000237758	processed_pseudogene"
"ABCA12	ENSG00000144452	protein_coding"
"PTPRZ1	ENSG00000106278	protein_coding"
"LHFPL7	ENSG00000206069	protein_coding"
"MIR101-2	ENSG00000199065	miRNA"
"RN7SL123P	ENSG00000266863	misc_RNA"
"SCARNA8	ENSG00000251733	scaRNA"
"RNU6-264P	ENSG00000252943	snRNA"
"RNU6-319P	ENSG00000251834	snRNA"
"RN7SL25P	ENSG00000264530	misc_RNA"
"ZFP2	ENSG00000198939	protein_coding"
"ASB5	ENSG00000164122	protein_coding"
"CRYBB3	ENSG00000100053	protein_coding"
"ZMYND10	ENSG00000004838	protein_coding"
"CRYBB2	ENSG00000244752	protein_coding"
"SYCE1L	ENSG00000205078	protein_coding"
"INTS6P1	ENSG00000250492	processed_pseudogene"
"SPATA4	ENSG00000150628	protein_coding"
"ATF4	ENSG00000128272	protein_coding"
"C1QTNF2	ENSG00000145861	protein_coding"
"RBM22	ENSG00000086589	protein_coding"
"VEGFC	ENSG00000150630	protein_coding"
"FEZF2	ENSG00000153266	protein_coding"
"ASB14	ENSG00000239388	protein_coding"
"LSP1	ENSG00000130592	protein_coding"
"NBEA	ENSG00000172915	protein_coding"
"CLDN24	ENSG00000185758	protein_coding"
"MARK2P4	ENSG00000250372	processed_pseudogene"
"ARFIP1	ENSG00000164144	protein_coding"
"GJD3	ENSG00000183153	protein_coding"
"SETDB2	ENSG00000136169	protein_coding"
"AGTR2	ENSG00000180772	protein_coding"
"INO80D	ENSG00000114933	protein_coding"
"SNRPGP14	ENSG00000236577	processed_pseudogene"
"PHF11	ENSG00000136147	protein_coding"
"TMEM174	ENSG00000164325	protein_coding"
"FASTKD2	ENSG00000118246	protein_coding"
"NRBP2	ENSG00000185189	protein_coding"
"ST13	ENSG00000100380	protein_coding"
"WWC2-AS2	ENSG00000251359	lncRNA"
"TENM3	ENSG00000218336	protein_coding"
"XRCC5	ENSG00000079246	protein_coding"
"MIEN1	ENSG00000141741	protein_coding"
"STOX2	ENSG00000173320	protein_coding"
"EPPK1	ENSG00000261150	protein_coding"
"MIR661	ENSG00000207574	miRNA"
"PARP10	ENSG00000178685	protein_coding"
"SPCS3	ENSG00000129128	protein_coding"
"RCBTB1	ENSG00000136144	protein_coding"
"AKR1B15	ENSG00000227471	protein_coding"
"RN7SL636P	ENSG00000244376	misc_RNA"
"COX6CP2	ENSG00000231715	processed_pseudogene"
"PTPN1	ENSG00000196396	protein_coding"
"EIF4E3	ENSG00000163412	protein_coding"
"APOBEC3AP1	ENSG00000248822	processed_pseudogene"
"POLHP1	ENSG00000232970	processed_pseudogene"
"LYZ	ENSG00000090382	protein_coding"
"RN7SL672P	ENSG00000239742	misc_RNA"
"MIR645	ENSG00000208018	miRNA"
"MIR1302-5	ENSG00000221091	miRNA"
"RPL36P2	ENSG00000231302	processed_pseudogene"
"NAV3	ENSG00000067798	protein_coding"
"SCUBE1	ENSG00000159307	protein_coding"
"RNF121	ENSG00000137522	protein_coding"
"ST13P14	ENSG00000240959	processed_pseudogene"
"ASXL3	ENSG00000141431	protein_coding"
"TMEM158	ENSG00000249992	protein_coding"
"EXOSC8	ENSG00000120699	protein_coding"
"GRINA	ENSG00000178719	protein_coding"
"HYDIN	ENSG00000157423	protein_coding"
"SLC2A11	ENSG00000133460	protein_coding"
"SPATC1	ENSG00000186583	protein_coding"
"NPM1P10	ENSG00000214428	processed_pseudogene"
"DAAM2-AS1	ENSG00000235033	lncRNA"
"OPLAH	ENSG00000178814	protein_coding"
"MIR3165	ENSG00000263742	miRNA"
"LAMTOR1	ENSG00000149357	protein_coding"
"LPIN2	ENSG00000101577	protein_coding"
"PLCB4	ENSG00000101333	protein_coding"
"RPEP6	ENSG00000257075	processed_pseudogene"
"PHOX2A	ENSG00000165462	protein_coding"
"CYC1	ENSG00000179091	protein_coding"
"KRT8P35	ENSG00000242841	processed_pseudogene"
"HESX1	ENSG00000163666	protein_coding"
"COX6CP18	ENSG00000236041	processed_pseudogene"
"KCNQ1-AS1	ENSG00000229414	lncRNA"
"KCNQ1DN	ENSG00000237941	lncRNA"
"SHARPIN	ENSG00000179526	protein_coding"
"SLC22A18	ENSG00000110628	protein_coding"
"MANF	ENSG00000145050	protein_coding"
"SNORD123	ENSG00000239112	snoRNA"
"MIR4636	ENSG00000266415	miRNA"
"RNU6-679P	ENSG00000212305	snRNA"
"RN7SKP133	ENSG00000201715	misc_RNA"
"RNA5SP179	ENSG00000253093	rRNA_pseudogene"
"RNU6-660P	ENSG00000201436	snRNA"
"RN7SL58P	ENSG00000241552	misc_RNA"
"RNU6-1003P	ENSG00000252908	snRNA"
"ENOX1	ENSG00000120658	protein_coding"
"HSPA12A	ENSG00000165868	protein_coding"
"RNU6-1079P	ENSG00000199731	snRNA"
"RNU6-378P	ENSG00000207052	snRNA"
"MIR579	ENSG00000207956	miRNA"
"CAPN6	ENSG00000077274	protein_coding"
"RNU6-760P	ENSG00000251887	snRNA"
"RNU6-909P	ENSG00000252867	snRNA"
"RNU6-1190P	ENSG00000222743	snRNA"
"RNU6-484P	ENSG00000206743	snRNA"
"RNU7-130P	ENSG00000238441	snRNA"
"RN7SL383P	ENSG00000263556	misc_RNA"
"RNU6ATAC2P	ENSG00000210678	snRNA"
"RNU6-540P	ENSG00000207352	snRNA"
"MIR4803	ENSG00000264099	miRNA"
"RNU7-196P	ENSG00000238913	snRNA"
"MIR582	ENSG00000202601	miRNA"
"RNU6-806P	ENSG00000202017	snRNA"
"MAF1	ENSG00000179632	protein_coding"
"RN7SL378P	ENSG00000265684	misc_RNA"
"SCARNA18	ENSG00000238835	snoRNA"
"MIR3660	ENSG00000264342	miRNA"
"RN7SL629P	ENSG00000241243	misc_RNA"
"RNU6-606P	ENSG00000207452	snRNA"
"RNY3P1	ENSG00000201955	misc_RNA"
"RNU1-73P	ENSG00000206698	snRNA"
"RNA5SP187	ENSG00000207129	rRNA_pseudogene"
"RN7SL802P	ENSG00000277506	misc_RNA"
"MIR548P	ENSG00000221263	miRNA"
"RPL36P19	ENSG00000232540	processed_pseudogene"
"ENOX1-AS2	ENSG00000238189	lncRNA"
"ENOX1-AS1	ENSG00000233821	lncRNA"
"RN7SKP62	ENSG00000207269	misc_RNA"
"CCDC122	ENSG00000151773	protein_coding"
"RN7SKP68	ENSG00000222987	misc_RNA"
"RNU4-90P	ENSG00000199643	snRNA"
"MIR583	ENSG00000207578	miRNA"
"RN7SKP230	ENSG00000202512	misc_RNA"
"RN7SKP57	ENSG00000253057	misc_RNA"
"RNU6-482P	ENSG00000212370	snRNA"
"RNU1-140P	ENSG00000201910	snRNA"
"RN7SL255P	ENSG00000239808	misc_RNA"
"RNU6-334P	ENSG00000252881	snRNA"
"RNU6-644P	ENSG00000212457	snRNA"
"RNU2-49P	ENSG00000222598	snRNA"
"RN7SL174P	ENSG00000243333	misc_RNA"
"SNORA13	ENSG00000238363	snoRNA"
"RNU6-701P	ENSG00000206786	snRNA"
"MIR5706	ENSG00000264536	miRNA"
"RNU6-290P	ENSG00000202082	snRNA"
"LACC1	ENSG00000179630	protein_coding"
"RNU7-180P	ENSG00000238374	snRNA"
"IP6K1	ENSG00000176095	protein_coding"
"SNORD3B-2	ENSG00000262074	snoRNA"
"RNU6-588P	ENSG00000222213	snRNA"
"RN7SL655P	ENSG00000241963	misc_RNA"
"MIR378A	ENSG00000199047	miRNA"
"SLC35E3	ENSG00000175782	protein_coding"
"RNU6-260P	ENSG00000206819	snRNA"
"RN7SL868P	ENSG00000242928	misc_RNA"
"MIR1294	ENSG00000221430	miRNA"
"DGKZP1	ENSG00000179611	processed_pseudogene"
"LDHBP1	ENSG00000232662	processed_pseudogene"
"LAMP1	ENSG00000185896	protein_coding"
"MIR103A1	ENSG00000199035	miRNA"
"RNU2-48P	ENSG00000222626	snRNA"
"MIR4634	ENSG00000266890	miRNA"
"PHLDA2	ENSG00000181649	protein_coding"
"MIR5003	ENSG00000265160	miRNA"
"MIR340	ENSG00000198995	miRNA"
"RN7SKP150	ENSG00000222448	misc_RNA"
"SLC34A1	ENSG00000131183	protein_coding"
"WDR97	ENSG00000179698	protein_coding"
"PNMT	ENSG00000141744	protein_coding"
"SNORA54	ENSG00000207008	snoRNA"
"SWAP70	ENSG00000133789	protein_coding"
"GRTP1	ENSG00000139835	protein_coding"
"SERPINB7	ENSG00000166396	protein_coding"
"GRTP1-AS1	ENSG00000225083	lncRNA"
"DCUN1D2	ENSG00000150401	protein_coding"
"ZSWIM5P2	ENSG00000231258	unprocessed_pseudogene"
"PFN3	ENSG00000196570	protein_coding"
"GRK6	ENSG00000198055	protein_coding"
"INTS8	ENSG00000164941	protein_coding"
"GSDMA	ENSG00000167914	protein_coding"
"SERPINB2	ENSG00000197632	protein_coding"
"DCUN1D2-AS	ENSG00000233613	lncRNA"
"RNU1-16P	ENSG00000202347	snRNA"
"TMCO3	ENSG00000150403	protein_coding"
"KRT1	ENSG00000167768	protein_coding"
"RN7SKP50	ENSG00000201564	misc_RNA"
"RNU7-28P	ENSG00000252568	snRNA"
"LINC00672	ENSG00000263874	protein_coding"
"ADM	ENSG00000148926	protein_coding"
"LINC00698	ENSG00000244342	lncRNA"
"MFAP3L	ENSG00000198948	protein_coding"
"TARID	ENSG00000227954	lncRNA"
"NTAN1P3	ENSG00000256355	processed_pseudogene"
"DPPA2	ENSG00000163530	protein_coding"
"TFDP1	ENSG00000198176	protein_coding"
"FCF1P5	ENSG00000220392	processed_pseudogene"
"COL10A1	ENSG00000123500	protein_coding"
"HMSD	ENSG00000221887	protein_coding"
"SERPINB8	ENSG00000166401	protein_coding"
"RNF141	ENSG00000110315	protein_coding"
"ADPRHL1	ENSG00000153531	protein_coding"
"GPR27	ENSG00000170837	protein_coding"
"ZC3H13	ENSG00000123200	protein_coding"
"AOC3	ENSG00000131471	protein_coding"
"PRR7	ENSG00000131188	protein_coding"
"CDCP1	ENSG00000163814	protein_coding"
"NEK5	ENSG00000197168	protein_coding"
"LINC00305	ENSG00000179676	lncRNA"
"IGKV3OR2-268	ENSG00000233999	IG_V_gene"
"FAM83G	ENSG00000188522	protein_coding"
"SEPTIN3	ENSG00000100167	protein_coding"
"DDX41	ENSG00000183258	protein_coding"
"SMUG1P1	ENSG00000267444	processed_pseudogene"
"ACAA2	ENSG00000167315	protein_coding"
"G6PC1	ENSG00000131482	protein_coding"
"SLC25A4	ENSG00000151729	protein_coding"
"C19orf81	ENSG00000235034	protein_coding"
"TP53INP1	ENSG00000164938	protein_coding"
"AGA	ENSG00000038002	protein_coding"
"VCPIP1	ENSG00000175073	protein_coding"
"LINC00462	ENSG00000233610	lncRNA"
"SH3BP4	ENSG00000130147	protein_coding"
"LINC00404	ENSG00000229520	lncRNA"
"ADAD1P2	ENSG00000267511	processed_pseudogene"
"CXXC1	ENSG00000154832	protein_coding"
"UCA1	ENSG00000214049	lncRNA"
"SGK3	ENSG00000104205	protein_coding"
"PPP1R14C	ENSG00000198729	protein_coding"
"FNDC1-IT1	ENSG00000235086	lncRNA"
"RPS14P7	ENSG00000242635	processed_pseudogene"
"CCIN	ENSG00000185972	protein_coding"
"RNU4-53P	ENSG00000222760	snRNA"
"ZNF861P	ENSG00000267235	transcribed_unprocessed_pseudogene"
"LINC01764	ENSG00000267308	lncRNA"
"SLC25A25-AS1	ENSG00000234771	lncRNA"
"ZFP82	ENSG00000181007	protein_coding"
"TIGD6	ENSG00000164296	protein_coding"
"HMGXB3	ENSG00000113716	protein_coding"
"CTBP2P7	ENSG00000267091	processed_pseudogene"
"ZNF260	ENSG00000254004	protein_coding"
"MSMB	ENSG00000263639	protein_coding"
"WDFY2	ENSG00000139668	protein_coding"
"RPS20P4	ENSG00000241907	processed_pseudogene"
"CSF1R	ENSG00000182578	protein_coding"
"MIOX	ENSG00000100253	protein_coding"
"LINC00200	ENSG00000229205	lncRNA"
"DHRS12	ENSG00000102796	protein_coding"
"FABP5P2	ENSG00000236044	processed_pseudogene"
"RXFP1	ENSG00000171509	protein_coding"
"RFPL4B	ENSG00000251258	protein_coding"
"RPL7P1	ENSG00000214485	processed_pseudogene"
"PDGFRB	ENSG00000113721	protein_coding"
"ESRRB	ENSG00000119715	protein_coding"
"HKDC1	ENSG00000156510	protein_coding"
"PTTG3P	ENSG00000213005	processed_pseudogene"
"MCMDC2	ENSG00000178460	protein_coding"
"RPL9P30	ENSG00000240074	processed_pseudogene"
"ERAP1	ENSG00000164307	protein_coding"
"GLULP4	ENSG00000178723	processed_pseudogene"
"YWHAZP6	ENSG00000215199	processed_pseudogene"
"SYF2P2	ENSG00000233148	processed_pseudogene"
"HIPK4	ENSG00000160396	protein_coding"
"SERTAD1	ENSG00000197019	protein_coding"
"SERTAD3	ENSG00000167565	protein_coding"
"FHIT	ENSG00000189283	protein_coding"
"ITM2C	ENSG00000135916	protein_coding"
"RNU6-666P	ENSG00000200369	snRNA"
"CAND1	ENSG00000111530	protein_coding"
"RNU6-452P	ENSG00000207135	snRNA"
"FAM210CP	ENSG00000213770	processed_pseudogene"
"TRIAP1P1	ENSG00000237956	processed_pseudogene"
"PTCHD3	ENSG00000182077	protein_coding"
"ACBD5	ENSG00000107897	protein_coding"
"SYCN	ENSG00000179751	protein_coding"
"CEP76	ENSG00000101624	protein_coding"
"ARL6IP5	ENSG00000144746	protein_coding"
"OR7E66P	ENSG00000243674	unprocessed_pseudogene"
"TRHR	ENSG00000174417	protein_coding"
"ZNF624	ENSG00000197566	protein_coding"
"ACOX2	ENSG00000168306	protein_coding"
"ENY2	ENSG00000120533	protein_coding"
"PSMG2	ENSG00000128789	protein_coding"
"SPNS3	ENSG00000182557	protein_coding"
"NUDCD1	ENSG00000120526	protein_coding"
"PIP5K1A	ENSG00000143398	protein_coding"
"RMDN3	ENSG00000137824	protein_coding"
"ANKRD46	ENSG00000186106	protein_coding"
"DCHS2	ENSG00000197410	protein_coding"
"GAPDHP62	ENSG00000251013	processed_pseudogene"
"SNX31	ENSG00000174226	protein_coding"
"KRT17P3	ENSG00000231870	unprocessed_pseudogene"
"RAI1-AS1	ENSG00000237328	lncRNA"
"TPPP	ENSG00000171368	protein_coding"
"SMCR2	ENSG00000223979	lncRNA"
"SEH1L	ENSG00000085415	protein_coding"
"RNU6-1092P	ENSG00000252764	snRNA"
"CRYGB	ENSG00000182187	protein_coding"
"RPS20P23	ENSG00000242399	processed_pseudogene"
"PABPC1	ENSG00000070756	protein_coding"
"KIF11	ENSG00000138160	protein_coding"
"CDKN2AIP	ENSG00000168564	protein_coding"
"ADAM20P3	ENSG00000249162	processed_pseudogene"
"ZFP42	ENSG00000179059	protein_coding"
"UNC5C	ENSG00000182168	protein_coding"
"TBC1D32	ENSG00000146350	protein_coding"
"TPTE2	ENSG00000132958	protein_coding"
"CEP192	ENSG00000101639	protein_coding"
"ARHGEF3-AS1	ENSG00000240198	lncRNA"
"RN7SL644P	ENSG00000264313	misc_RNA"
"WWC2	ENSG00000151718	protein_coding"
"RAX2	ENSG00000173976	protein_coding"
"GPR55	ENSG00000135898	protein_coding"
"TNFSF11	ENSG00000120659	protein_coding"
"SCNM1	ENSG00000163156	protein_coding"
"XAF1	ENSG00000132530	protein_coding"
"PLN	ENSG00000198523	protein_coding"
"CRABP1	ENSG00000166426	protein_coding"
"CCR4	ENSG00000183813	protein_coding"
"GOPC	ENSG00000047932	protein_coding"
"FLG	ENSG00000143631	protein_coding"
"ATP7B	ENSG00000123191	protein_coding"
"MAGI1-IT1	ENSG00000272610	lncRNA"
"NUP107	ENSG00000111581	protein_coding"
"HCCAT5	ENSG00000260880	lncRNA"
"SPTLC1P1	ENSG00000230397	transcribed_processed_pseudogene"
"HPGD	ENSG00000164120	protein_coding"
"RPS15AP5	ENSG00000223540	processed_pseudogene"
"NSMCE4A	ENSG00000107672	protein_coding"
"CFDP1	ENSG00000153774	protein_coding"
"PRR15L	ENSG00000167183	protein_coding"
"CLDN2	ENSG00000165376	protein_coding"
"RPS17P14	ENSG00000243287	processed_pseudogene"
"EMC2	ENSG00000104412	protein_coding"
"HPS6	ENSG00000166189	protein_coding"
"LDB1	ENSG00000198728	protein_coding"
"FLG-AS1	ENSG00000237975	lncRNA"
"TESK1	ENSG00000107140	protein_coding"
"KCNK9	ENSG00000169427	protein_coding"
"MRPS36P2	ENSG00000249539	processed_pseudogene"
"CHRAC1	ENSG00000104472	protein_coding"
"PPARA	ENSG00000186951	protein_coding"
"PPRC1	ENSG00000148840	protein_coding"
"TRAPPC11	ENSG00000168538	protein_coding"
"EIF3E	ENSG00000104408	protein_coding"
"CDPF1	ENSG00000205643	protein_coding"
"SERHL2	ENSG00000183569	protein_coding"
"AOC2	ENSG00000131480	protein_coding"
"LDLRAD4	ENSG00000168675	protein_coding"
"NOLC1	ENSG00000166197	protein_coding"
"MARCKS	ENSG00000277443	protein_coding"
"SMPDL3A	ENSG00000172594	protein_coding"
"TKTL2	ENSG00000151005	protein_coding"
"MC2R	ENSG00000185231	protein_coding"
"ZNF519	ENSG00000175322	protein_coding"
"F11-AS1	ENSG00000251165	lncRNA"
"HTR1A	ENSG00000178394	protein_coding"
"ELOVL3	ENSG00000119915	protein_coding"
"TRAPPC3L	ENSG00000173626	protein_coding"
"OSTCP1	ENSG00000243775	transcribed_processed_pseudogene"
"PITX3	ENSG00000107859	protein_coding"
"AK3P5	ENSG00000228816	processed_pseudogene"
"CLUL1	ENSG00000079101	protein_coding"
"PM20D2	ENSG00000146281	protein_coding"
"PITRM1-AS1	ENSG00000237399	lncRNA"
"RPL7P29	ENSG00000214457	processed_pseudogene"
"LINC00242	ENSG00000229214	lncRNA"
"PITRM1	ENSG00000107959	protein_coding"
"NUDT19P5	ENSG00000251073	processed_pseudogene"
"DBET	ENSG00000281591	lncRNA"
"UNC5C-AS1	ENSG00000271474	lncRNA"
"RPL7P42	ENSG00000241825	processed_pseudogene"
"CREB3	ENSG00000107175	protein_coding"
"RN7SKP80	ENSG00000202058	misc_RNA"
"WDR18	ENSG00000065268	protein_coding"
"VTI1BP2	ENSG00000213434	processed_pseudogene"
"SMDT1	ENSG00000183172	protein_coding"
"A4GALT	ENSG00000128274	protein_coding"
"SERPINB10	ENSG00000242550	protein_coding"
"TNFRSF11A	ENSG00000141655	protein_coding"
"RPL5P34	ENSG00000234009	processed_pseudogene"
"GOLGA2P4	ENSG00000229608	unprocessed_pseudogene"
"ARFGAP3	ENSG00000242247	protein_coding"
"ANP32C	ENSG00000248546	processed_pseudogene"
"GBA2	ENSG00000070610	protein_coding"
"LINC02437	ENSG00000248517	lncRNA"
"CD248	ENSG00000174807	protein_coding"
"RIN1	ENSG00000174791	protein_coding"
"ACTBP9	ENSG00000266920	processed_pseudogene"
"ZCCHC2	ENSG00000141664	protein_coding"
"FLG2	ENSG00000143520	protein_coding"
"RGP1	ENSG00000107185	protein_coding"
"ALG11	ENSG00000253710	protein_coding"
"BRMS1	ENSG00000174744	protein_coding"
